id;altura;ano_de_construccion;balcon_terraza;banos;categoria;costos_de_mantenimiento;direccion_exacta;enviado;localizacion;m2;m2.1;m2_de_construccion;niveles;parking;piscina;piso_numero;precio;precio_m2_de_construccion;precio_m2_de_terreno;precio_m2;recamaras;tamano_del_lote;tipo_de_pisos;description;feature;land_sq_meter;title
17744994;;NA;;2;Casas;NA;;3/10/2020;San Vicente;;NA;174;NA;2;;;160000;919.54;;;;;;"Residencial privado con agujas de seguridad  muy seguro y tranquilo  Cerca de Lincoln Plaza  Novacentro  Mall Don Pancho  Los Colegios  Liceo de Moravia  Clinica Catolica  hospitales publicos y privados 
Facil acceso y cuenta con salida hacia Heredia  Coronado  Moravia y Tibas 

Cuenta con 
  3 habitaciones
  2 banos
  Sala
  Comedor 
  Cocina
  Cuarto de lavado
  Terraza
  Patio
  Jardin interno
  Garaje para 2 vehiculos
  Porto electrico";Nevera  Microondas  Estufa  Lavadora  Secadora;NA;Casas en San Vicente   Se Vende Casa en Residencial Alta Moravia
17757943;;NA;balcon;1;Casas;NA;Cedral  de la Plaza de La Margarita  200 m  al norte ;31/10/2020;Ciudad Quesada;;NA;200;2;2;no;;122950.81967213115;₡375,000;₡245,901;;2;305;Ceramica;"Solo traiga su ropa  Esta casa esta lista para ser ocupada  aprovechando ingresos de dos apartamentos para alquilar en la planta baja  uno de dos cuartos y otro de un cuarto  un bano en cada uno   

Ventajas 

Porton Electrico con parqueo bajo techo
Sistema de alarma
Totalmente Amueblada y equipada  incluyendo las cortinas
Balcon con vista del Volcan Arenal
Lavadora y Secadora GE
Pantallas de 50  y 32 
Refrigeradora grande con dispensador de hielo
Agua Caliente para bano y cocina
5 Ventiladores de cielo raso
Ventanas con cedazo
Microondas
Electrodomesticos y utensilios de cocina
Ropa de cama  panos  etc 
Techo nuevo instalado en mayo  2018

Durante los ultimos 9 anos mi esposa y yo hemos mantenido esta casa amueblada y los dos apartamentos para alquilar con mucho exito  con ingresos mensuales de hasta C570 000  950   Ahora que tenemos mas de 70 anos y viviendo fuera de Ciudad Quesada  ya no queremos la responsabilidad de mantenerlo  razon por la cual la estamos vendiendo  No tiene hipoteca y esta libre de gravamenes o afectaciones  pero no ofrecemos ningun tipo de financiamiento  Pago puede ser en colones o el equivalente en dolares 

Puede contactar a Wayne via WhatsApp     506  8322 0132";Nevera  Microondas  Estufa  Dispensador de agua caliente  Calentador de agua  Lavadora  Secadora;NA;Casas en Ciudad Quesada   CASA TOTALMENTE AMUEBLADA EQUIPADA con Dos Apartamentos en Ciudad Quesada
17764149;;2016;balcon;2.5;;175;Rio Oro  Santa Ana  San Jose ;;;;NA;200;2;2;si;2;NA;1,300.00;1,115.87;;3;233;Porcelanato;;;NA;
17766167;;NA;balcon;1;Casas;NA;Cedral  de la Plaza de La Margarita  200 m  al norte ;31/10/2020;Ciudad Quesada;;NA;200;2;2;no;;122950.81967213115;₡375,000;₡245,901;;2;305;Ceramica;"CONDOMINIO BONAVISTA ESCAZU con las mejores vistas de la ciudad  Disfrute de las mejores vistas de San Jose  nuestro condominio esta ubicado a tan solo 800 metros del Restaurante Tiquicia 
Descarga nuestro Brochure Digital Aqui  wwww condominiobonavistacr com

Casas Nuevas con acabados modernos  El proyecto cuenta solamente con 30 casas 

Ubicado a solo 1 5 km del centro de Escazu  Del antiguo Country Day School  1 3 KM al Sur  
Cerca de Hospitales  Colegios y los principales centros comerciales de la zona 

  Seguridad 24 horas  Tapia perimetral y circuito cerrado de vigilancia 
  Piscina
  Gimnasio
  Area de Spa con sauna y Jacuzzi 
  Yoga Deck
  Mirador
  Casa club con area social completamente equipada con banos  vestidor y deck con vista  
  Areas comunes  Parqueos  2 parques infantiles y mascotas
  Pet Friendly
  Calle adoquinada
  Electricidad Subterranea 

Distribucion  
  3 o 4 Dormitorios
  Balcon en habitacion principal  
  Walk in closet en habitacion principal 
  2 Banos Completos
  1 Medio Bano
  Sala integrada con la cocina
  Cuarto de pilas
  Terraza trasera
  Desayunador
  Sala de TV
  Parqueo para 2 carros o 4 Carros

Damos oportunidad de escoger el diseno interior  color del porcelanato  color sobre de granito  color de muebles de cocina y closets  pintura interior  El desarrollador SI permite cambios menores de distribucion 

http   condominiobonavistacr com ";;NA;Casas en Escazu   CONDOMINIO BONAVISTA ESCAZU VENTA DE CASAS LISTAS PARA ENTREGAR
17770686;;NA;;;;NA;;;;;NA;NA;NA;;;;NA;;;;;;;"Condominio Residencial Monte Mar  Urbanizacion Loma Real  

La casa esta rodeada de jardin lo que la hace iluminada  fresca e independiente del vecino porque ademas las tapias son altas y dobles  es de facil acceso a la ruta 27  cerca de escuelas  supermercado  Multiplaza  bancos y restaurantes  

Detalles 

Terreno  468 m2 
Construccion  326 m2 
Area comun construida  106 10 m2 
Area comun libre  1 352 50 m2 

Primer piso 

Garage para 4 carros  bajo techo para dos y dos al aire libre  
Vestibulo 
Un medio bano 
Dos salas principales y comedor 
Cocina con desayunador 
Area de lavanderia 
Cuarto y bano de servicio 
Rancho y jardines  

Segundo Piso 

Sala de TV 
Cuarto principal con bano  vestidor y balcon 
Tres dormitorios secundarios 
Un bano secundario  

Detalles 

Piso de ceramica italiana 
Cocina con sobre de granito 
Piso de almendro en el segundo piso 
Bomba y tanque de agua para una semana 
Jardin con sistema de riego 
Casas separadas con tapias dobles con el vecino  
Valor de mantenimiento  240 000 que incluye jardinero  handyman por 6 horas cada 15 dias  

Area Comun 

Rancho  piscina temperada  calles de acceso y jardines  
Seguridad nocturna y de aguja a la entrada del barrio  

Venta  400 000"; Pet Friendly  Vista al Mar  Vista a las Montanas  Parking bajo techo  Salon de fiestas  Jardin  Calle sin salida  Garaje techado  Walk in closet;NA;Casas en San Rafael   Venta casa en condominio en Loma Real  Guachipelin  Escazu 
17773122;;2015;terraza;2;;NA;;;;;NA;NA;1;2;no;planta baja;NA;;;;3;;Porcelanato;;;NA;
17801323;;2004;terraza;2.5;Casas;260;;14/10/2020;Santa Ana;;NA;265;NA;2;si;;1500000;2,727.27;8,474.57;;;177;;"Casa en Sabanilla  500 metros de la facultad de odontologia de la UCR o de 2 kilometros de la Rotonda de la bandera  

Todo el 4to piso es la casa  
Super seguro  El edificio esta dentro del un residencial privado con seguridad las 24 horas  Al 4to piso solo pueden acceder los duenos de la casa  Un tipo penthouse muy seguro y privado  

Amplia bodega cerrada y privada  
Cochera para dos vehiculos  

Caracteristicas de la casa  

 Espacio diafono  
 Puerta principal 100  metal con llavin con codigo de acceso 
 Amplio mueble en la entrada  zapaterau otro   Se puede transformar  
 Amplia sala comedor con hermosa vista  
 Hermosa y elegante cocina concepto irlandes con desayunador grande  lleva sobre de cuarzo estelar blanco SILESTONE con incrustaciones de vidrio y espejo  muebles hidrofugo  doble alacena  una es bastante grande   se usa como oficina pequena actualmente   amplio mueble  elegantes luces decorativas  detalles en veneciano  
 Oficina   actualmente salita de juegos  
 Cuarto de pilas
 Cuarto de coser u otros o planchar  
 4 habitaciones  Una de ellas en un tipo de azotea  Funcional como salita de TV  oficina o una 4ta habitacion  Esta area da una  hermosa pasarela  ubicada en techo con una vista espectacular y un ambiente que se disfruta mucho  Celajes espectaculares y las luna llena se aprecia al maximo  
 Habitacion principal amplia con walk in closet  bano privado con jacuzzi  sobres de cuarzo  lozas sanitaria italiana  enchapes espanoles a toda la altura de la pared  
 Balcon y terraza unidos con hermosa vista hacia la naturaleza y celajes espectaculares  Vidrios de lujo temperadas en baranda  
 Segundo balcon privado en la entrada  Puede usarse como huerta o jardin  
 Paredes livianas con gran posibilidad de faciles cambios en la distribucion para ampliar o disminuir areas  
 Ventaneria AKARI 
 Luz LED 
 Doble calentador solar europeo  
 Excelente iluminacion y ventilacion  
 Piso en porcelanato rectagular  
 Rodapie en porcelanato  
 Tranquilidad asegurada en un ambiente sumamente fresco  agradable y tranquilo  
 2 5 banos  Todos con cacheras expuestas  cuarzo en los sobres  muebles hidrofugos  puertas de lujo de vidrio temperado y samblasteado ";;NA;Casas en Sabanilla   Sabanilla  En caso de alquiler 2 900  Incluye agua  luz y cuota de mantenimiento 
17813040;2,3;2008;terraza;;Casas;220;Brasil de Mora;22/9/2020;Colon;;NA;NA;2;;;;145000;953.94;966.66;;;150;;;;NA;
17814187;;NA;;2.5;;NA;;;;;NA;260;NA;2;;;NA;;;;3;;;"Hermosa Casa de Dos Plantas en Curridabat 

Ubicada en complejo de 4 casas

Primera planta  Amplia sala comedor  cocina con muebles de madera y sobres de granito  lavadora de platos  desayunador  jardin  

Cochera para dos vehiculos  area de pilas  

Segunda planta  Dos habitaciones secundarias amplias con closet  compartiendo bano completo con mueble de madera  sobres de granito  Habitacion principal amplia con WC  bano completo  muebles de madera con doble lavatorio  tina 

Cuenta con guarda de seguridad de calle  cuota de seguridad de 100 por mes  se aceptan mascotas  

Ubicada en una zona estrategica  cerca de los principales comercios y centros educativos de la zona ";Calentador de agua;NA;Casas en Ciudad Curridabat   SUPER OPORTUNIDAD de 260K a 200K  Casa en Guayabos de Curridabat  194018
17814729;2 pisos;2010;;;;100;Curridabat;;;;NA;NA;2;;no;1;NA;769.23;;;;;Porcelanato;;;NA;
17814768;;NA;;;Casas;NA;;28/9/2020;Ciudad Curridabat;;NA;NA;NA;;;;200000;;;;;;;"Arquitectura contemporanea  excelente vista  3 dormitorios amplios   cuarto de servicio  3 5 banos  sala de TV  oficina  sala con doble altura  amplia cocina  buena iluminacion  4 parqueos  dos cubiertos y dos descubiertos  Terraza con jardin  Cableado subterraneo  calles adoquinadas  areas comunes con casa club  Rancho BBQ  juegos infantiles  canchas deportivas de tenis  futbol  basquetbol  parques y senderos  Gimnasio 
310 m2 de area de terreno x 320USD  99 200 Dolares valor terreno
298 000 Precio de Venta  99 200 Valor Terreno  198 000 dolares v r construccion
Valor de la construccion dividido metros construidos 198 000 241m2  825 valor metro cuadrado de construccion"; Desayunador  Patio  Garaje techado  Sala y Comedor  Area Social  Walk in closet  Area de BBQ;NA;Casas en Ulloa   Venta casa Francosta 320USD M2 de Terreno y 825USD M2 construido
17814904;;NA;;;;NA;;;;;NA;241;NA;4;;;NA;;;;;;;;Cerca de Escuela  Cerca del Trafico  Vista a las Montanas  Parking bajo techo  Parking de visitas  Cuarto y bano de empleada  Seguridad 24 Horas  1 Studio  Salon de fiestas  Jardin  Gimnasio;NA;
17814919;9;2012;terraza;3.5;;81000;Barreal Heredia  De la Estacion de RTV 600 metros oeste y 300 metros norte;;;;NA;NA;3;;;;NA;1,236.51;961.29;;4;310;Porcelanato;;;NA;
17814921;;NA;;1.5;Casas;NA;;3/10/2020;Ulloa;;NA;138;NA;2;;2;298000;;;;3;;;"Moderno  con mucha iluminacion
3 dormitorios
Cuarto principal amplio con walking closet
2 5 banos
Sala comedor integrados
Cocina con desayunador
Patio trasero y a un lado de la propiedad
Area de pilas
Cochera para 2 vehiculos
Jardin al frente
Seguridad 24 7
Cerca de centros comerciales
Lugar de alta plusvalia
areas comunes con bbq y areas de ejercicio  pet park  parques de ninos
Cuenta con fideicomiso que puede ser trasladado con novacion de deudor ";Calentador de agua;NA;Casas en Alajuela Centro   Alajuela  condominio nuevo  Precio de oferta  oportunidad de inversion
17814925;15;2020;balcon;;;58000;Alajuela camino a Itiquis;;Alajuela Centro;;NA;NA;2;;no;;165000;1,195.65;1,024.84;;;161;Porcelanato;;;NA;
17814926;;NA;;1;Casas;NA;;04/10/2020 03/10/2020;Cartago;;NA;183;NA;1;;;124590.16393442624;₡415,300;;;3;;;"PRECIO NEGOCIABLE
Esta es una hermosa casa familiar de concepto abierto que ha sido remodelada en su totalidad  posee espacios amplios  y se encuentra ubicada en un vecindario tranquilo  en una zona de alta plusvalia con salida rapida a la autopista hacia SJO  a menos de 1 km del cruce de Taras  y 1 1 2 km de importantes centros de ensenanza como el INA  COVAO y el Liceo Experimental Bilingue  se encuentra cerca del transporte publico  gimnasios  centros comerciales como Paseo Metropoli  Metrocentro  supermercados  restaurantes  y farmacias 

Esta bella casa consta de 183 mts2 distribuidos de la siguiente forma 
	3 habitaciones amplias
	1 bano
	Cochera techada para 1 vehiculo
	Corredor
	Sala con un bello cielo raso artesonado y lampara colgante 
	Comedor con un comodo desayunador con lampara colgante 
	Cocina con finos muebles nuevos en melamina y sobre de granito natural exotico 
	Terraza completamente enchapado y techado con piso ceramico y area para parrilla
	Area de lavado con pila y espacios y previstas electricas para lavadora y secadora
	Pisos de ceramica y porcelanato 
	Atico pequeno 
	Excelente iluminacion LED y ventilacion natural 
	Protegida con verjas  en la parte frontal del inmueble para su mayor seguridad y alambre navaja en la parte trasera 
Llameme y negociemos  esta es una excelente oportunidad  ya que la casa cuenta con espacios muy amplios y el costo por m2 es muy economico ";;NA;Casas en Cartago   Amplia y elegante casa en San Nicolas  Cartago  Totalmente remodelada a 5 min de la pista hacia SJO
17814930;;NA;balcon;3.5;Casas;NA;;;;;NA;307;2;4;;;NA;;;;5;;Porcelanato;Owner sale this beatiful contemporary house  located in Santa Barbara  Heredia  inside of a residential condominium  segurity 24 7  In a precious mountain place with panoramic views  just 20 minutes from San Jose  Escazu and Santa Ana areas  Size  307 m2 Lot Size  1016 m2  395 000  Opportunity offer 300 000 Propietario vende esta preciosa casa de estilo contemporaneo  Localizada en Santa Barbara de Heredia en un proyecto residencial completamente cerrado y seguro 24 7  En un lugar montanoso con hermosas vistas panoramicas  A Solo 20 minutos de San Jose  Escazu y zonas de Santa Ana  Area de construccion 307 m2  lote rectangular de 1016m2  395 000  Precio de oportunidad 300 000 5 habitaciones  3 5 banos  2 jacuzzis  2 cocinas  2 salas  apartamento incluido para movilidad con silla de ruedas  Extensa terraza con amplio balcon vista panoramica a todo el valle central  Condominio tiene 4km de calles adoquinadas y reserva biologica de 9 hectareas con senderos  En el lugar de visualizan venados y aves exoticos ;Estufa  Calentador de agua;NA;Casas en Heredia provincia   Ganga  Preciosa casa 5 habitaciones con apartamento
17814962;;2013;;;Casas;NA;;5/10/2020;Heredia provincia;;NA;NA;NA;;;;300000;977.19;295.27;;;1016;;;;NA;Casas en Aserri   Casa en finca de 2 000 metros cuadrados Rebajada a 130 000
17815204;;NA;;;;NA;;;;;NA;NA;NA;;;;NA;;;;;;;Finca de 2 000 metros cuadrados  con rancho  y casa de dos habitaciones  a 15 minutos de San Jose  servicio publico frente a la casa  ideal para un restaurant  Nuevo muro de contencion a ambos lados  amplia vista de montanas y bosques  reja electronica  Detras de la casa un apartamento de dos cuartos  lavanderia  y cuarto con bano  Situada en Salitrillos de Asseri 200 metros norte del edificio prestaciones del 70 y adjacente al puente nuevo ; Seguridad 24 Horas  Lavanderia interna  2 o mas estudios  Salon de fiestas  Jardin  Parque Infantil  Patio  Terreno en esquina  Garaje techado  Sala y Comedor  Area Social  Area de BBQ;NA;
17815419;;NA;;4;Casas;NA;Salitrillos de Asseri;5/10/2020;Aserri;;NA;300;NA;4;;;130000;650.00;;;5;;;"New construction 3 bedroom 2 bathroom house on 8 000 square meters of land with sweeping views of San Jose  In addition maid quaters with bathroom  
Eletronic gate  new road  street lights in a community of 3 owners  City water and electricity ";Cerca de Escuela  Cerca del Trafico  Vista a las Montanas  Frente al Rio  Parking de visitas;NA;Casas en Aserri   New Mountain House in 8 000 square meters of land overlooking San Jose
17815480;;NA;;2.5;Casas;NA;Salitrillos de Aserri;5/10/2020;Aserri;;NA;133;NA;Más;;;250000;833.33;;;3;;;"Las casas se caracterizan por un diseno moderno  ubicado en la zona de mayor plusvalia del pais 


Con una medida de 133 m2 de construccion 


Distribuida en dos plantas 


Construida al 100  en block chorreado 


Las casas cuentan con acabados de lujo 

Pisos de porcelanato 60x60
Ventaneria Akari con perfil de color aluminio de piso a cielo 
Sobres de cocina en cuarzo 
Parqueo techado en vidrio temperado 

Las casas se encuentran distribuidas en dos niveles 

Primer nivel cuenta con 
 Parqueo para 2 vehiculos
 Amplio espacio de jardin 
 Cocina con sobres de quarzo y con muebles modernos 
 Sala y comedor
 Medio bano de visitas
  Cuarto de pilas

En el segundo nivel cuenta con 
 Habitacion principal con bano completo
 2 habitaciones secundarias
 Bano completo para habitaciones secundarias

La casa cuenta con ventaneria de piso a cielo  amplios espacios  excelente ventilacion cruzada y bien iluminada 


El condominio se caracteriza por tener 
Calles adoquinadas
Electrificacion subterranea
Tapia perimetral
Circuito cerrado  camaras 
Seguridad 24 7
Parqueos de visitas
Planta de tratamiento 
Cercado electrico

En Areas comunes cuenta con 
 Piscina temperada con carril de nado y area de ninos 
 Gimnasio especializado en cardio
 Casa Club
  Fire Pit 
 Solarium
 Play de ninos
 Condominio pet friendly

Cuota de mantenimiento de USD150 

Contactenos y conozca su nuevo hogar al mejor precio 

Contamos con financiamiento disponible y los acompanamos en todo el proceso bancario  Estamos precalificados con todos los bancos del pais y contamos con condiciones preferenciales para brindarle las mejores condiciones ";;NA;Casas en Santa Ana   Casa C7 nueva de 3 habitaciones en Santa Ana financiamiento disponible 
17815603;;NA;;2.5;Casas;NA;;5/10/2020;Santa Ana;;NA;NA;NA;2;;;185000;1,390.97;;;3;;;"Lujosa residencia ubicada condominio exclusivo que comprende lo siguiente 

1 Nivel 
Recibidor  Sala comedor  cocina ante comedor  Despensa  medio bano  Terraza  Dormitorio de servicio con bano  cuarto de lavanderia  Tendido  Dormitorio con bano completo  Garaje 2 vehiculos  

2 Nivel
Sala TV o juegos
Dormitorio principal con sala  bano completo  y vestidor
2 dormitorios con balcon  bano completo y vestidor 
Atico "; Dispensador de agua caliente  Calentador de agua;NA;Casas en Granadilla   Granadilla Curridabat  Condominio Bosques Altamonte
17815695;;2009;balcon;6;;NA;;;;;NA;377;2;2;no;planta baja;NA;;;;4;;Ceramica;;Nevera  Microondas  Estufa  Lavaplatos;NA;
17816038;;NA;;;Casas;150000;Condominios Bosque Altamonte casa 86;5/10/2020;Granadilla;;NA;NA;NA;;;;670000;1,777.18;1,002.75;;;668.16;;"Bella casa con hermosisimos acabados de lujo  iluminacion y privacidad en esta casa en venta en San Antonio de Escazu

La casa en perfectas condiciones con muy buenos acabados  ademas el Condominio esta compuesto por 6 casas con una excelente ubicacion estrategica con acceso facil a todo 

La casa consta de 
	180m2 de construccion
	2 plantas
	Cochera con espacios para dos carros e incluso se puede parquear un tercero mas 

Primera planta tiene 

	Sala comedor espaciosos
	El area de Cocina es increible  tiene un espacio de cocina abierta muy hermosa y detallada con muebles de cocina de Euromobilia  y sobres de granito  ademas incluye plantilla a gas  horno  microondas y lavaplatos de acero inoxidable  filtro de agua purificada 
	Cuarto de Pilas
	Cuarto de Servicio o se puede utilizar como area de oficina
	Patio trasero
Bodeguita para guardar cosas que no se ocupan comunmente

Planta alta compuesta por 

	3 habitaciones  La habitacion principal con bano completo con hermosos acabados y hermosa tina  walking closet y balcon con bonitas vistas 
Las 2 habitaciones secundarias comparten un bano completo de muy buen tamano y muy bonito 

Precio anterior  195 000 y ahora solamente 1550000  precio de Oportunidad  ULTIMO PRECIO

De Cuota de mantenimiento al condominio PAGA SOLAMENTE  70 000 por mes

Acabados de Lujo y belleza por todos los interiores de esta casa 

No espere mas y contactenos para agendar una visita al 8686 0709  Somos Club Inmobiliario  Visite nuestro sitio web para mas fotos  clubinmobiliariocr com";;NA;Casas en San Antonio   Oportunidad  Preciosa Casa en condominio  San Antonio de Escazu
17816569;;NA;;;Casas;NA;San Antonio Escazu;5/10/2020;San Antonio;;NA;NA;NA;;;;155000;861.11;1,291.66;;;120;;;;NA;Casas en Merced   Apartamento en Torres Paseo Colon 
17816643;;NA;;;;NA;;;;;NA;NA;NA;;;;NA;;;;;;;"En tamano es el segundo apartamento mas grande de toda la torre 
En la mejor ubicacion de San Jose 
3 Cuartos y 3 banos 
Dos de sus cuartos son principales con su propio bano y Walk incloset y uno de ellos cuenta con salida directa a la terraza 
La cocina esta equipada y cuenta con una sala bastante amplia donde se pueden observar hermosos atardeceres 
Ademas cuenta con 2 parqueos de 15 metros cuadrados cada uno y una bodega de 6 metros cuadrados 
Para mas informacion contactar al 89402665 
Precio Negociable "; Jardin  Parque Infantil  Gimnasio  Desayunador  Patio  Garaje techado  Sala y Comedor  Area Social  Walk in closet  Area de BBQ  Lobby  Planta Electrica  Jacuzzi  Bar;NA;
17816649;;NA;;;;NA;;;;;NA;NA;NA;;;;NA;;;;;;;;Cerca de Escuela  Pet Friendly  Vista a las Montanas  Parking bajo techo  Parking de visitas  Seguridad 24 Horas  2 o mas elevadores  Lavanderia interna  Salon de fiestas;NA;
17816852;;2014;;3;Casas;NA;;6/10/2020;Merced;;NA;161;NA;2;;;380000;2,360.24;;;3;;;"PRECIO DE OPORTUNIDAD
 Condominio Jacarandas  en la mejor zona de Trejos Montealegre 
 Complejo de 6 unidades tipo town house 
 3 habitaciones grandes  2 con walk in closet 
 2 5 banos  principal con jacuzzi 
 Sala   comedor
 Patio trasero
 Cocina con antecomedor
 Cuarto y bano de servicio
 Lavanderia con tendedero 
 2 espacios de parqueo 
 Seguridad 24 7
AVALUO 300K VENTA 250K"; Walk in closet  Bar;NA;Casas en San Rafael   CASA EN CONDOMINIO TREJOS MONTEALEGRE  ESCAZU
17818424;;1999;;;Casas;300;Condominio Jacarandas  Trejos Montealegre;6/10/2020;San Rafael;;NA;NA;2;;;;250000;1,028.80;;;;;;;;NA;
17818491;;NA;;;;NA;;;;;NA;NA;NA;;;;NA;;;;;;;"Provincia  SAN JOSE 
Canton  SAN JOSE 
Distrito  SAN SEBASTIAN 
Direccion exacta  De la Iglesia de Sagrada Familia  200 Este  Cond  Almedares  Bloque 2  Piso 1  Apto  16 y parqueo 16 
Folio Real  1 159917 F 000
Numero de plano  SJ 1949915 2017

Distribucion  Sala  cocina  comedor  2 dormitorios  bano  area de pilas  medio bano  1 espacio de parqueo 

Observaciones  uede realizar su oferta  formulario descargable  y enviarla al correo  Con gusto lo atenderemos  El  la  FUTURO  A  COMPRADOR  A  debe manifestar que conoce y acepta que el apartamento se encuentra en buen estado "; Parque Infantil  Desayunador  Calle sin salida  Sala y Comedor  Area Social  Area de BBQ;NA;Casas en San Sebastian   Hermoso apartamento en Condominio Privado en San Jose
17818879;;NA;terraza;1;;NA;;;;;NA;46.77;NA;1;si;planta baja;NA;;;;2;;Ceramica;;Cerca de Escuela  Pet Friendly  Cerca del Trafico  Parking de visitas  Seguridad 24 Horas  Salon de fiestas  Jardin;NA;
17818941;;NA;;2.5;Casas;NA;;16/10/2020;Santa Ana;;NA;200;NA;2;;;260000;;;;;;;"Casa en excelentes condiciones con aposentos amplios  Construida con finos acabados  Entorno tranquilo y seguro  para usted y su familia  Unico dueno 

Beneficio de la casa 

Cuenta con aire acondicionado  

Construccion 100 de concreto  

Cuenta agua caliente en toda la casa  

Beneficios del condominio 

Acceso con control  Dispone de circuito cerrado de television  Tiene Jacuzzi en el exterior  

Servicio de Recoleccion de basura al frente del Condominios 

El Condominio es Horizontal con 22 viviendas 

Beneficios  

La cuota de mantenimiento incluye areas verdes  alumbrado  publico  mantenimiento des piscinas y Jacuzzi  

FACILIDADES 
Cerca de servicios de buses  Frash Market  Entidades financieras  Centro Educativos publicos y Privados  Iglesias  Cerca del Aereo Puerto Juan Santamaria a 22 minutos  

Avaluo  290 000 

Precio de Venta 260 000  

ADQUIERERA EN ESTE INCREBILE PRECIO CON MENAJE COMPLETO INCLUIDO  

Tiene un hipoteca figura de fideicomiso  

Brindamos asesoria y acompanamiento con las Gestiones Bancarias 
Sin costo adicional  

Se muestra unicamente con cita previa ";Dispensador de agua caliente  Calentador de agua;NA;Casas en Santa Ana   Casa con Menaje completo en Condominio Villa Sol   Santa Ana
17819049;2.50;2017;;;Casas;35000;De la Iglesia de Sagrada Familia  200 Este  Cond  Almedares  Bloque 2  Piso 1  Apto  16 y parqueo 16 ;6/10/2020;San Sebastian;;NA;NA;1;;;;86280.32786885246;₡1,125,315;₡862,803;;;61;;"Provincia  HEREDIA 
Canton  SAN RAFAEL 
Distrito  SAN JOSECITO 
Direccion exacta  Condominio Alta Vista  filial 8  piso 9 
Folio Real  4 124739 F 000
Numero de plano  H 1743480 2014
Precio real  75 064 000 00
Precio en oferta  75 064 000 00
Descuento  0 
Area del terreno  71 59 m2
Area de construccion  71 m2
Distribucion  Sala  cocina  comedor  2 Dormitorios  2 Banos  Area de Pilas  sala de tv  Espacio de Parqueo para un vehiculo 34 78 m2 
Observaciones  Puede realizar su oferta  formulario descargable  y enviarla al correo  Con gusto lo atenderemos  El  la  FUTURO  A  COMPRADOR  A  debe manifestar que conoce y acepta que es un apartamento posee muy buena conformacion estructural  agradable distribucion arquitectonica y un regular estado de mantenimiento  No hay puertas internas ya que fueron removidas  la pintura presenta un regular estado de mantenimiento y las lamparas tambien fueron removidas  Las areas comunes son  Ascensor  zonas verdes  piscina  casa club  caseta de guarda  calles de concreto  cerramiento perimetral  sistema contra incendios  Parqueo P 130 "; Jacuzzi  Bar;NA;Casas en San Rafael   Hermosa apartamento en Condominio Privado con financiamiento disponible 
17819417;;NA;;;;NA;;;;;NA;NA;NA;;;;NA;;;;;;;; Jardin  Parque Infantil  Gimnasio  Desayunador  Sala y Comedor  Area Social  Walk in closet  Area de BBQ  Lobby;NA;
17819471;;NA;;2;;NA;;;;;NA;71;NA;1;si;9;NA;;;;2;;Porcelanato;;Cerca de Escuela  Pet Friendly  Cerca del Trafico  Vista a las Montanas  Parking de visitas  Seguridad 24 Horas  2 o mas elevadores  1 Studio  Salon de fiestas;NA;
17819536;2.70;NA;balcon;;Casas;NA;Heredia  San Rafael  San Josecito  Condominio Alta Vista  filial 8  piso 9 ;6/10/2020;San Rafael;;NA;NA;1;;;;123055.73770491804;₡1,057,239;₡1,048,526;;;71.59;;;;NA;
17819909;;NA;balcon;3.5;Casas;NA;;6/10/2020;Desamparados;;NA;400;1;5;;;146580.32786885247;₡263,758;;;4;;;"Amplia casa con jardines y seguridad 
muro perimetral
4 habitaciones
3 5 banos
2 habitaciones
terraza
balcon
cocina
cava
amplio aparcamiento
cuarto serviciomplia casa con jardines y seguridad

1050 metros de terreno 
400 metros construccion";Cerca de Escuela;NA;Casas en Rohrmoser   Segura casa amplia venta Escazu independiente
17820410;;NA;;2;Casas;NA;;6/10/2020;Rohrmoser;;NA;120;NA;2;no;;400000;1,000.00;;;2;;Otro;"Casa con jardin para VENTA
Dos dormitorios Amplios
Dos banos
Amplia sala comedor
Lavanderia
Terraza 
Enorme jardin";Calentador de agua;NA;Casas en Santa Ana   CASA PARA LA VENTA EN PIEDADES USO DE SUELO COMERCIAL
